Target_Date,Stock,news_count,avg_sentiment,avg_fused_score,avg_bert_score,avg_lexicon_score,positive_count,negative_count,neutral_count,positive_ratio,negative_ratio,sentiment_momentum
2023-07-06,SCB,1,0.0,0.012,0.0172,0.0,0,0,1,0.0,0.0,-0.5
2023-07-07,SCB,1,0.0,-0.0427,0.0247,-0.2,0,0,1,0.0,0.0,-0.3333
2023-07-08,ADVANC,1,1.0,0.3226,0.0323,1.0,1,0,0,1.0,0.0,0.3333
2023-07-08,DELTA,1,1.0,0.3226,0.0323,1.0,1,0,0,1.0,0.0,-0.3333
2023-07-09,PTT,1,1.0,0.1626,-0.1963,1.0,1,0,0,1.0,0.0,-0.3333
2023-07-10,AOT,1,-1.0,-0.3156,-0.0223,-1.0,0,1,0,0.0,1.0,-0.6667
2023-07-10,PTT,1,1.0,0.3185,0.0265,1.0,1,0,0,1.0,0.0,0.3333
2023-07-11,ADVANC,1,1.0,0.2766,-0.0334,1.0,1,0,0,1.0,0.0,1.0
2023-07-12,DELTA,1,0.0,0.0029,0.0041,0.0,0,0,1,0.0,0.0,0.0
2023-07-12,PTT,1,0.0,0.0132,0.0188,0.0,0,0,1,0.0,0.0,0.6667
2023-07-13,AOT,1,1.0,0.3095,0.0135,1.0,1,0,0,1.0,0.0,-0.3333
2023-07-13,DELTA,1,1.0,0.3058,0.0083,1.0,1,0,0,1.0,0.0,0.6667
2023-07-13,PTT,1,1.0,0.3095,0.0135,1.0,1,0,0,1.0,0.0,0.6667
2023-07-14,ADVANC,1,1.0,0.3015,0.0021,1.0,1,0,0,1.0,0.0,1.0
2023-07-14,AOT,1,1.0,0.3015,0.0021,1.0,1,0,0,1.0,0.0,0.3333
2023-07-14,PTT,1,1.0,0.3015,0.0021,1.0,1,0,0,1.0,0.0,0.6667
2023-07-14,SCB,1,-1.0,-0.3054,-0.0077,-1.0,0,1,0,0.0,1.0,-0.3333
2023-07-15,SCB,1,-1.0,-0.3121,-0.0173,-1.0,0,1,0,0.0,1.0,-0.6667
2023-07-16,SCB,1,0.0,0.0464,0.011,0.129,0,0,1,0.0,0.0,-0.6667
2023-07-17,ADVANC,1,1.0,0.3058,0.0083,1.0,1,0,0,1.0,0.0,1.0
2023-07-17,PTT,2,0.0,0.061,0.0021,0.1984,0,0,2,0.0,0.0,0.6667
2023-07-17,SCB,1,-1.0,-0.2983,0.0025,-1.0,0,1,0,0.0,1.0,-0.6667
2023-07-18,SCB,1,0.0,0.1,0.0204,0.2857,0,0,1,0.0,0.0,-0.3333
2023-07-19,SCB,1,0.0,0.019,0.0272,0.0,0,0,1,0.0,0.0,-0.3333
2023-07-20,ADVANC,1,1.0,0.3345,0.0493,1.0,1,0,0,1.0,0.0,1.0
2023-07-21,ADVANC,1,0.0,0.0176,0.0252,0.0,0,0,1,0.0,0.0,0.6667
2023-07-21,AOT,1,-1.0,-0.303,-0.0043,-1.0,0,1,0,0.0,1.0,0.3333
2023-07-21,SCB,1,0.0,0.0068,0.0097,0.0,0,0,1,0.0,0.0,0.0
2023-07-25,AOT,1,1.0,0.3027,0.0038,1.0,1,0,0,1.0,0.0,0.3333
2023-07-25,DELTA,1,1.0,0.3027,0.0038,1.0,1,0,0,1.0,0.0,0.6667
2023-07-25,PTT,1,1.0,0.2337,-0.0947,1.0,1,0,0,1.0,0.0,0.6667
2023-07-27,SCB,2,-0.5,-0.1792,0.0194,-0.6428,0,1,1,0.0,0.5,-0.1667
2023-07-31,SCB,2,0.0,-0.0248,0.0074,-0.1,0,0,2,0.0,0.0,-0.1667
2023-08-01,ADVANC,1,0.0,-0.0077,-0.011,0.0,0,0,1,0.0,0.0,0.3333
2023-08-01,AOT,1,0.0,-0.0077,-0.011,0.0,0,0,1,0.0,0.0,0.0
2023-08-01,SCB,4,0.0,-0.0323,-0.0461,0.0,1,1,2,0.25,0.25,-0.1667
2023-08-02,ADVANC,1,1.0,0.2805,-0.0279,1.0,1,0,0,1.0,0.0,0.3333
2023-08-02,DELTA,4,0.0,-0.0036,-0.0464,0.0962,1,1,2,0.25,0.25,0.6667
2023-08-02,SCB,1,1.0,0.3012,0.0017,1.0,1,0,0,1.0,0.0,0.3333
2023-08-03,ADVANC,1,0.0,0.0862,0.0329,0.2105,0,0,1,0.0,0.0,0.3333
2023-08-03,DELTA,1,1.0,0.3068,0.0097,1.0,1,0,0,1.0,0.0,0.6667
2023-08-05,ADVANC,1,-1.0,-0.299,-0.8557,1.0,0,1,0,0.0,1.0,0.0
2023-08-05,SCB,1,0.0,-0.0013,-0.0019,0.0,0,0,1,0.0,0.0,0.3333
2023-08-08,ADVANC,1,1.0,0.3031,0.0044,1.0,1,0,0,1.0,0.0,0.0
2023-08-08,AOT,1,0.0,0.009,0.0129,0.0,0,0,1,0.0,0.0,0.3333
2023-08-08,DELTA,1,0.0,0.009,0.0129,0.0,0,0,1,0.0,0.0,0.3333
2023-08-09,ADVANC,3,0.3333,0.0861,-0.0198,0.3333,2,1,0,0.667,0.333,0.1111
2023-08-10,PTT,2,-1.0,-0.2365,-0.0461,-0.6808,0,2,0,0.0,1.0,0.0
2023-08-11,ADVANC,1,1.0,0.3118,0.0168,1.0,1,0,0,1.0,0.0,0.7778
2023-08-11,AOT,1,0.0,0.0341,0.0098,0.0909,0,0,1,0.0,0.0,0.0
2023-08-11,PTT,2,1.0,0.2614,-0.0552,1.0,2,0,0,1.0,0.0,0.3333
2023-08-11,SCB,1,1.0,0.2746,-0.0363,1.0,1,0,0,1.0,0.0,0.6667
2023-08-12,PTT,1,0.0,-0.0344,-0.0492,0.0,0,0,1,0.0,0.0,0.0
2023-08-13,PTT,1,0.0,0.0065,0.0093,0.0,0,0,1,0.0,0.0,0.3333
2023-08-15,AOT,1,0.0,0.0652,0.0121,0.1892,0,0,1,0.0,0.0,0.0
2023-08-15,PTT,1,0.0,-0.0302,-0.0431,0.0,0,0,1,0.0,0.0,0.0
2023-08-15,SCB,1,1.0,0.3136,0.0194,1.0,1,0,0,1.0,0.0,0.6667
2023-08-16,SCB,1,0.0,0.0929,-0.0101,0.3333,0,0,1,0.0,0.0,0.6667
2023-08-20,AOT,1,0.0,-0.0045,-0.0064,0.0,0,0,1,0.0,0.0,0.0
2023-08-21,DELTA,1,0.0,-0.006,-0.0086,0.0,0,0,1,0.0,0.0,0.3333
2023-08-21,PTT,1,0.0,-0.1175,-0.1203,-0.1111,0,0,1,0.0,0.0,0.0
2023-08-21,SCB,1,0.0,-0.0124,-0.0177,0.0,0,0,1,0.0,0.0,0.3333
2023-08-23,DELTA,1,-1.0,-0.3034,-0.0049,-1.0,0,1,0,0.0,1.0,-0.3333
2023-08-23,SCB,1,0.0,-0.0002,-0.0003,0.0,0,0,1,0.0,0.0,0.0
2023-08-25,DELTA,1,0.0,0.0084,0.012,0.0,0,0,1,0.0,0.0,-0.3333
2023-08-26,SCB,1,0.0,-0.0025,-0.0036,0.0,0,0,1,0.0,0.0,0.0
2023-08-27,PTT,1,-1.0,-0.29,-0.4143,0.0,0,1,0,0.0,1.0,-0.3333
2023-08-28,PTT,1,-1.0,-0.3015,-0.0021,-1.0,0,1,0,0.0,1.0,-0.6667
2023-08-29,ADVANC,1,0.0,-0.0029,-0.0041,0.0,0,0,1,0.0,0.0,0.4444
2023-08-29,AOT,1,-1.0,-0.2932,0.0097,-1.0,0,1,0,0.0,1.0,-0.3333
2023-08-29,DELTA,1,-1.0,-0.3413,-0.059,-1.0,0,1,0,0.0,1.0,-0.6667
2023-08-29,SCB,1,0.0,0.002,0.0028,0.0,0,0,1,0.0,0.0,0.0
2023-08-30,AOT,1,1.0,0.3109,0.0156,1.0,1,0,0,1.0,0.0,0.0
2023-08-30,DELTA,1,1.0,0.3109,0.0156,1.0,1,0,0,1.0,0.0,0.0
2023-08-30,PTT,1,1.0,0.3034,0.0049,1.0,1,0,0,1.0,0.0,-0.3333
2023-08-30,SCB,4,0.0,-0.0395,-0.0124,-0.1026,0,0,4,0.0,0.0,0.0
2023-08-31,SCB,1,0.0,0.0017,0.0024,0.0,0,0,1,0.0,0.0,0.0
2023-09-01,PTT,1,0.0,-0.0115,-0.0165,0.0,0,0,1,0.0,0.0,0.0
2023-09-01,SCB,1,0.0,-0.0561,0.0056,-0.2,0,0,1,0.0,0.0,0.0
2023-09-02,AOT,1,1.0,0.3042,0.006,1.0,1,0,0,1.0,0.0,0.3333
2023-09-03,PTT,1,-1.0,-0.2021,-0.2887,0.0,0,1,0,0.0,1.0,0.0
2023-09-03,SCB,1,1.0,0.3012,0.0017,1.0,1,0,0,1.0,0.0,0.3333
2023-09-04,SCB,1,0.0,0.0649,-0.0062,0.2308,0,0,1,0.0,0.0,0.3333
2023-09-05,ADVANC,1,0.0,-0.0548,0.0074,-0.2,0,0,1,0.0,0.0,0.3333
2023-09-05,AOT,1,0.0,-0.0548,0.0074,-0.2,0,0,1,0.0,0.0,0.6667
2023-09-05,PTT,2,0.0,0.0666,0.0238,0.1666,0,0,2,0.0,0.0,-0.3333
2023-09-05,SCB,2,0.0,0.0421,0.0316,0.0666,0,0,2,0.0,0.0,0.3333
2023-09-06,PTT,1,0.0,0.0057,0.0082,0.0,0,0,1,0.0,0.0,-0.3333
2023-09-06,SCB,2,0.0,0.0718,0.0096,0.217,0,0,2,0.0,0.0,0.0
2023-09-07,AOT,2,0.0,-0.0672,0.0054,-0.2368,0,0,2,0.0,0.0,0.3333
2023-09-08,SCB,1,1.0,0.3064,0.0091,1.0,1,0,0,1.0,0.0,0.3333
2023-09-10,ADVANC,1,1.0,0.2905,-0.0136,1.0,1,0,0,1.0,0.0,0.3333
2023-09-11,PTT,1,0.0,-0.1426,0.0105,-0.5,0,0,1,0.0,0.0,0.0
2023-09-11,SCB,1,-1.0,-0.1909,-0.0758,-0.4595,0,1,0,0.0,1.0,0.0
2023-09-13,PTT,1,0.0,-0.0629,-0.0899,0.0,0,0,1,0.0,0.0,0.0
2023-09-17,ADVANC,1,-1.0,-0.3087,-0.0124,-1.0,0,1,0,0.0,1.0,0.0
2023-09-18,DELTA,1,-1.0,-0.3607,-0.0867,-1.0,0,1,0,0.0,1.0,-0.3333
2023-09-19,PTT,1,0.0,0.0072,0.0103,0.0,0,0,1,0.0,0.0,0.0
2023-09-20,ADVANC,1,1.0,0.3085,0.0121,1.0,1,0,0,1.0,0.0,0.3333
2023-09-21,PTT,1,1.0,0.2987,-0.0019,1.0,1,0,0,1.0,0.0,0.3333
2023-09-22,AOT,1,1.0,0.3092,0.0132,1.0,1,0,0,1.0,0.0,0.3333
2023-09-22,SCB,2,-0.5,-0.1408,-0.0453,-0.3637,0,1,1,0.0,0.5,-0.1667
2023-09-23,AOT,1,-1.0,-0.2883,0.0167,-1.0,0,1,0,0.0,1.0,0.0
2023-09-23,DELTA,1,-1.0,-0.2883,0.0167,-1.0,0,1,0,0.0,1.0,-0.3333
2023-09-23,PTT,1,0.0,0.0122,0.0174,0.0,0,0,1,0.0,0.0,0.3333
2023-09-24,AOT,1,0.0,0.0003,0.0005,0.0,0,0,1,0.0,0.0,0.0
2023-09-25,ADVANC,1,0.0,-0.0307,0.0038,-0.1111,0,0,1,0.0,0.0,0.0
2023-09-25,AOT,1,0.0,0.0672,0.0348,0.1429,0,0,1,0.0,0.0,-0.3333
2023-09-25,DELTA,1,0.0,0.0672,0.0149,0.1892,0,0,1,0.0,0.0,-0.6667
2023-09-25,SCB,2,0.5,0.143,-0.01,0.5,1,0,1,0.5,0.0,-0.3333
2023-09-26,PTT,1,0.0,-0.0815,-0.0985,-0.0417,0,0,1,0.0,0.0,0.3333
2023-09-26,SCB,1,0.0,0.0075,-0.0369,0.1111,0,0,1,0.0,0.0,0.0
2023-09-27,SCB,3,-0.6667,-0.2273,-0.039,-0.6667,0,2,1,0.0,0.667,-0.0556
2023-09-28,ADVANC,2,-0.5,-0.1349,0.0215,-0.5,0,1,1,0.0,0.5,0.1667
2023-09-28,DELTA,1,0.0,0.0074,0.0106,0.0,0,0,1,0.0,0.0,-0.3333
2023-09-28,PTT,1,-1.0,-0.2773,0.0324,-1.0,0,1,0,0.0,1.0,-0.3333
2023-09-29,ADVANC,1,0.0,0.0036,0.0052,0.0,0,0,1,0.0,0.0,-0.1667
2023-09-29,AOT,2,-0.5,-0.1569,-0.0098,-0.5,0,1,1,0.0,0.5,-0.1667
2023-09-29,DELTA,5,-0.6,-0.2273,-0.0675,-0.6,0,3,2,0.0,0.6,-0.2
2023-09-29,SCB,1,-1.0,-0.3085,-0.0121,-1.0,0,1,0,0.0,1.0,-0.5556
2023-10-01,ADVANC,1,1.0,0.3173,0.0247,1.0,1,0,0,1.0,0.0,0.1667
2023-10-01,DELTA,1,-1.0,-0.4608,-0.2297,-1.0,0,1,0,0.0,1.0,-0.5333
2023-10-01,PTT,2,0.5,0.2229,0.0123,0.7143,1,0,1,0.5,0.0,-0.1667
2023-10-02,DELTA,3,-0.6667,-0.2311,-0.0444,-0.6667,0,2,1,0.0,0.667,-0.7556
2023-10-02,PTT,1,0.0,0.0044,-0.0576,0.1489,0,0,1,0.0,0.0,-0.1667
2023-10-02,SCB,1,0.0,0.0186,0.0266,0.0,0,0,1,0.0,0.0,-0.5556
2023-10-03,ADVANC,1,0.0,-0.0041,-0.0058,0.0,0,0,1,0.0,0.0,0.3333
2023-10-03,PTT,1,0.0,-0.0055,-0.0078,0.0,0,0,1,0.0,0.0,0.1667
2023-10-03,SCB,1,1.0,0.3179,0.0256,1.0,1,0,0,1.0,0.0,0.0
2023-10-04,AOT,1,1.0,0.305,0.0072,1.0,1,0,0,1.0,0.0,0.1667
2023-10-04,PTT,2,-0.5,-0.2082,-0.0832,-0.5,0,1,1,0.0,0.5,-0.1667
2023-10-04,SCB,1,0.0,0.0055,0.0078,0.0,0,0,1,0.0,0.0,0.3333
2023-10-05,AOT,2,0.0,0.0123,0.0176,0.0,0,0,2,0.0,0.0,0.1667
2023-10-06,DELTA,1,0.0,0.001,0.0014,0.0,0,0,1,0.0,0.0,-0.5556
2023-10-08,ADVANC,1,0.0,-0.0951,-0.1358,0.0,0,0,1,0.0,0.0,0.3333
2023-10-09,DELTA,1,-1.0,-0.3682,-0.0975,-1.0,0,1,0,0.0,1.0,-0.5556
2023-10-09,PTT,1,-1.0,-0.3682,-0.0975,-1.0,0,1,0,0.0,1.0,-0.5
2023-10-09,SCB,1,0.0,0.003,0.0043,0.0,0,0,1,0.0,0.0,0.3333
2023-10-11,AOT,1,0.0,0.012,0.0172,0.0,0,0,1,0.0,0.0,0.3333
2023-10-12,DELTA,1,1.0,0.3211,0.0302,1.0,1,0,0,1.0,0.0,0.0
2023-10-12,PTT,1,1.0,0.3211,0.0302,1.0,1,0,0,1.0,0.0,-0.1667
2023-10-12,SCB,1,0.0,-0.1383,0.0167,-0.5,0,0,1,0.0,0.0,0.0
2023-10-15,ADVANC,1,0.0,0.0139,0.0199,0.0,0,0,1,0.0,0.0,0.0
2023-10-16,ADVANC,1,-1.0,-0.3015,-0.0021,-1.0,0,1,0,0.0,1.0,-0.3333
2023-10-16,DELTA,1,-1.0,-0.3015,-0.0021,-1.0,0,1,0,0.0,1.0,-0.3333
2023-10-16,SCB,2,-1.0,-0.3012,-0.0016,-1.0,0,2,0,0.0,1.0,-0.3333
2023-10-17,SCB,1,-1.0,-0.2356,-0.075,-0.6104,0,1,0,0.0,1.0,-0.6667
2023-10-18,DELTA,1,-1.0,-0.2683,0.0453,-1.0,0,1,0,0.0,1.0,-0.3333
2023-10-18,PTT,1,0.0,-0.0018,-0.0026,0.0,0,0,1,0.0,0.0,0.0
2023-10-18,SCB,1,0.0,0.0032,0.0046,0.0,0,0,1,0.0,0.0,-0.6667
2023-10-19,AOT,2,0.5,0.139,0.0116,0.4364,1,0,1,0.5,0.0,0.1667
2023-10-19,DELTA,1,1.0,0.3033,0.0047,1.0,1,0,0,1.0,0.0,-0.3333
2023-10-19,PTT,4,0.0,-0.0436,-0.0623,0.0,1,1,2,0.25,0.25,0.3333
2023-10-20,AOT,1,-1.0,-0.309,-0.0129,-1.0,0,1,0,0.0,1.0,-0.1667
2023-10-20,SCB,1,0.0,-0.0248,0.0122,-0.1111,0,0,1,0.0,0.0,-0.3333
2023-10-22,SCB,1,0.0,0.0017,0.0024,0.0,0,0,1,0.0,0.0,0.0
2023-10-23,ADVANC,1,0.0,-0.0013,-0.0019,0.0,0,0,1,0.0,0.0,-0.3333
2023-10-23,DELTA,1,-1.0,-0.2908,0.0131,-1.0,0,1,0,0.0,1.0,-0.3333
2023-10-23,SCB,3,-0.6667,-0.3428,-0.204,-0.6667,0,2,1,0.0,0.667,-0.2222
2023-10-24,SCB,3,0.6667,0.2373,0.0125,0.7619,2,0,1,0.667,0.0,0.0
2023-10-25,ADVANC,1,0.0,0.0724,0.0558,0.1111,0,0,1,0.0,0.0,-0.3333
2023-10-25,SCB,1,0.0,0.0149,0.0213,0.0,0,0,1,0.0,0.0,0.0
2023-10-26,AOT,1,-1.0,-0.3009,-0.0013,-1.0,0,1,0,0.0,1.0,-0.5
2023-10-26,DELTA,1,0.0,-0.1239,-0.0446,-0.3091,0,0,1,0.0,0.0,0.0
2023-10-26,SCB,1,0.0,0.0024,0.0034,0.0,0,0,1,0.0,0.0,0.2222
2023-10-27,DELTA,1,1.0,0.1911,0.0188,0.5932,1,0,0,1.0,0.0,0.0
2023-10-27,PTT,1,0.0,0.0047,0.0067,0.0,0,0,1,0.0,0.0,0.0
2023-10-27,SCB,2,0.5,0.1334,0.0191,0.4,1,0,1,0.5,0.0,0.1667
2023-10-29,DELTA,2,1.0,0.3114,0.0162,1.0,2,0,0,1.0,0.0,0.6667
2023-10-30,AOT,1,0.0,-0.0358,0.0345,-0.2,0,0,1,0.0,0.0,-0.6667
2023-10-30,DELTA,2,0.0,0.0007,0.001,0.0,0,0,2,0.0,0.0,0.6667
2023-10-30,SCB,2,0.0,0.0111,0.0159,0.0,1,1,0,0.5,0.5,0.1667
2023-10-31,ADVANC,1,0.0,0.0404,0.0577,0.0,0,0,1,0.0,0.0,0.0
2023-11-02,ADVANC,1,0.0,0.0114,0.0163,0.0,0,0,1,0.0,0.0,0.0
2023-11-02,SCB,3,-0.6667,-0.1229,-0.0052,-0.3974,0,2,1,0.0,0.667,-0.0556
2023-11-05,SCB,1,-1.0,-0.3089,-0.0127,-1.0,0,1,0,0.0,1.0,-0.5556
2023-11-06,PTT,1,0.0,-0.006,-0.0086,0.0,0,0,1,0.0,0.0,0.0
2023-11-07,ADVANC,1,0.0,-0.029,-0.0415,0.0,0,0,1,0.0,0.0,0.0
2023-11-07,DELTA,1,0.0,0.1141,-0.0582,0.5161,0,0,1,0.0,0.0,0.3333
2023-11-07,SCB,3,0.0,-0.0219,-0.0027,-0.0667,0,0,3,0.0,0.0,-0.5556
2023-11-08,DELTA,1,1.0,0.3078,0.0112,1.0,1,0,0,1.0,0.0,0.3333
2023-11-09,DELTA,1,-1.0,-0.2517,-0.1215,-0.5556,0,1,0,0.0,1.0,0.0
2023-11-09,PTT,1,0.0,0.0153,0.0219,0.0,0,0,1,0.0,0.0,0.0
2023-11-09,SCB,2,-0.5,-0.1923,-0.0604,-0.5,0,1,1,0.0,0.5,-0.5
2023-11-13,ADVANC,1,0.0,-0.1374,0.0006,-0.4595,0,0,1,0.0,0.0,0.0
2023-11-13,PTT,3,0.3333,0.0836,-0.0235,0.3333,2,1,0,0.667,0.333,0.1111
2023-11-14,ADVANC,1,0.0,-0.0367,-0.0048,-0.1111,0,0,1,0.0,0.0,0.0
2023-11-14,DELTA,1,-1.0,-0.315,-0.0214,-1.0,0,1,0,0.0,1.0,-0.3333
2023-11-14,PTT,2,0.0,0.0081,0.0116,0.0,1,1,0,0.5,0.5,0.1111
2023-11-14,SCB,1,1.0,0.3013,0.0018,1.0,1,0,0,1.0,0.0,0.1667
2023-11-15,DELTA,1,1.0,0.3108,0.0155,1.0,1,0,0,1.0,0.0,-0.3333
2023-11-15,PTT,2,-0.5,-0.232,-0.1172,-0.5,0,1,1,0.0,0.5,-0.0556
2023-11-15,SCB,1,-1.0,-0.3379,-0.0541,-1.0,0,1,0,0.0,1.0,-0.1667
2023-11-16,ADVANC,1,0.0,-0.0284,0.007,-0.1111,0,0,1,0.0,0.0,0.0
2023-11-16,DELTA,1,0.0,-0.0307,-0.0439,0.0,0,0,1,0.0,0.0,0.0
2023-11-20,DELTA,1,-1.0,-0.2978,0.0032,-1.0,0,1,0,0.0,1.0,0.0
2023-11-20,PTT,4,-0.25,-0.0521,0.0326,-0.25,0,1,3,0.0,0.25,-0.25
2023-11-20,SCB,1,-1.0,-0.2978,0.0032,-1.0,0,1,0,0.0,1.0,-0.3333
2023-11-21,AOT,1,0.0,-0.1382,-0.1362,-0.1429,0,0,1,0.0,0.0,-0.3333
2023-11-21,PTT,1,0.0,-0.0032,-0.0046,0.0,0,0,1,0.0,0.0,-0.25
2023-11-22,ADVANC,2,0.5,0.1883,-0.0143,0.661,1,0,1,0.5,0.0,0.1667
2023-11-22,AOT,1,-1.0,-0.3392,-0.056,-1.0,0,1,0,0.0,1.0,-0.3333
2023-11-22,DELTA,1,-1.0,-0.3392,-0.056,-1.0,0,1,0,0.0,1.0,-0.6667
2023-11-22,PTT,1,-1.0,-0.3392,-0.056,-1.0,0,1,0,0.0,1.0,-0.4167
2023-11-23,ADVANC,1,1.0,0.2952,-0.0069,1.0,1,0,0,1.0,0.0,0.5
2023-11-23,AOT,3,-0.6667,-0.2825,-0.0974,-0.7143,0,2,1,0.0,0.667,-0.5556
2023-11-23,DELTA,2,-0.5,-0.0786,-0.1124,0.0,0,1,1,0.0,0.5,-0.8333
2023-11-23,PTT,2,0.0,-0.0013,-0.002,0.0,1,1,0,0.5,0.5,-0.3333
2023-11-23,SCB,1,1.0,0.2952,-0.0069,1.0,1,0,0,1.0,0.0,-0.3333
2023-11-24,AOT,2,0.5,0.1258,-0.0346,0.5,1,0,1,0.5,0.0,-0.3889
2023-11-24,DELTA,1,-1.0,-0.2979,0.003,-1.0,0,1,0,0.0,1.0,-0.8333
2023-11-24,SCB,1,-1.0,-0.2979,0.003,-1.0,0,1,0,0.0,1.0,-0.3333
2023-11-26,ADVANC,1,0.0,-0.0087,0.0733,-0.2,0,0,1,0.0,0.0,0.5
2023-11-26,AOT,1,0.0,0.0069,0.0099,0.0,0,0,1,0.0,0.0,-0.0556
2023-11-27,AOT,1,0.0,-0.062,-0.1342,0.1064,0,0,1,0.0,0.0,0.1667
2023-11-27,PTT,1,0.0,0.1108,0.1583,0.0,0,0,1,0.0,0.0,-0.3333
2023-11-27,SCB,2,0.0,-0.0662,0.0039,-0.2298,0,0,2,0.0,0.0,0.0
2023-11-28,AOT,1,1.0,0.2954,-0.0065,1.0,1,0,0,1.0,0.0,0.3333
2023-11-28,DELTA,2,-0.5,-0.1478,0.0032,-0.5,0,1,1,0.0,0.5,-0.6667
2023-11-28,PTT,1,1.0,0.2869,-0.0187,1.0,1,0,0,1.0,0.0,0.3333
2023-11-29,AOT,2,0.0,-0.0207,-0.0296,0.0,1,1,0,0.5,0.5,0.3333
2023-11-29,SCB,3,-0.3333,-0.0861,-0.1441,0.0493,0,1,2,0.0,0.333,-0.4444
2023-11-30,DELTA,2,-0.5,-0.1588,-0.0125,-0.5,0,1,1,0.0,0.5,-0.6667
2023-12-01,ADVANC,1,-1.0,-0.2828,0.0245,-1.0,0,1,0,0.0,1.0,0.0
2023-12-01,DELTA,1,0.0,0.0038,0.0055,0.0,0,0,1,0.0,0.0,-0.3333
2023-12-02,AOT,1,0.0,-0.0996,-0.1423,0.0,0,0,1,0.0,0.0,0.3333
2023-12-02,PTT,2,1.0,0.2564,-0.0622,1.0,2,0,0,1.0,0.0,0.6667
2023-12-05,SCB,1,0.0,-0.0431,-0.0616,0.0,0,0,1,0.0,0.0,-0.1111
2023-12-06,SCB,1,-1.0,-0.2896,0.0149,-1.0,0,1,0,0.0,1.0,-0.4444
2023-12-08,PTT,1,0.0,-0.0113,-0.0161,0.0,0,0,1,0.0,0.0,0.6667
2023-12-08,SCB,2,0.0,-0.0096,0.011,-0.0577,0,0,2,0.0,0.0,-0.3333
2023-12-10,SCB,1,0.0,0.0072,0.0103,0.0,0,0,1,0.0,0.0,-0.3333
2023-12-11,ADVANC,1,-1.0,-0.2947,0.0076,-1.0,0,1,0,0.0,1.0,-0.6667
2023-12-11,PTT,1,0.0,0.0022,0.0032,0.0,0,0,1,0.0,0.0,0.3333
2023-12-11,SCB,1,-1.0,-0.2947,0.0076,-1.0,0,1,0,0.0,1.0,-0.3333
2023-12-12,DELTA,1,-1.0,-0.2994,0.0008,-1.0,0,1,0,0.0,1.0,-0.5
2023-12-13,ADVANC,1,-1.0,-0.2997,0.0004,-1.0,0,1,0,0.0,1.0,-1.0
2023-12-13,DELTA,2,0.0,0.01,0.0142,0.0,0,0,2,0.0,0.0,-0.3333
2023-12-14,SCB,1,0.0,-0.0195,-0.0279,0.0,0,0,1,0.0,0.0,-0.3333
2023-12-15,PTT,1,0.0,-0.0578,0.346,-1.0,0,0,1,0.0,0.0,0.0
2023-12-15,SCB,1,-1.0,-0.3105,-0.015,-1.0,0,1,0,0.0,1.0,-0.6667
2023-12-18,ADVANC,1,1.0,0.3013,0.0018,1.0,1,0,0,1.0,0.0,-0.3333
2023-12-18,AOT,1,0.0,-0.1191,0.0135,-0.4286,0,0,1,0.0,0.0,0.0
2023-12-18,DELTA,4,0.25,0.05,0.0101,0.1428,1,0,3,0.25,0.0,-0.25
2023-12-18,SCB,2,0.0,-0.0608,-0.0439,-0.1,0,0,2,0.0,0.0,-0.3333
2023-12-19,DELTA,2,0.5,0.1365,0.0236,0.4,1,0,1,0.5,0.0,0.25
2023-12-19,PTT,2,-1.0,-0.3362,-0.4496,-0.0714,0,2,0,0.0,1.0,-0.3333
2023-12-19,SCB,1,0.0,0.0015,0.0022,0.0,0,0,1,0.0,0.0,-0.3333
2023-12-20,PTT,2,-0.5,-0.1903,-0.0771,-0.4546,0,1,1,0.0,0.5,-0.5
2023-12-21,PTT,6,0.0,-0.0417,0.0062,-0.1534,0,0,6,0.0,0.0,-0.5
2023-12-22,DELTA,1,0.0,0.0001,0.0001,0.0,0,0,1,0.0,0.0,0.25
2023-12-22,PTT,1,-1.0,-0.6111,-0.4444,-1.0,0,1,0,0.0,1.0,-0.5
2023-12-25,ADVANC,1,0.0,0.0416,0.0594,0.0,0,0,1,0.0,0.0,0.0
2023-12-25,DELTA,1,0.0,0.0209,0.0298,0.0,0,0,1,0.0,0.0,0.1667
2023-12-25,SCB,2,0.5,0.1532,0.0046,0.5,1,0,1,0.5,0.0,0.1667
2023-12-26,PTT,1,0.0,0.0002,0.0003,0.0,0,0,1,0.0,0.0,-0.3333
2023-12-26,SCB,1,-1.0,-0.285,0.0214,-1.0,0,1,0,0.0,1.0,-0.1667
2023-12-27,ADVANC,1,0.0,-0.1049,-0.1498,0.0,0,0,1,0.0,0.0,0.3333
2023-12-28,AOT,1,0.0,-0.116,-0.0009,-0.3846,0,0,1,0.0,0.0,0.0
2023-12-28,DELTA,1,0.0,-0.116,-0.0009,-0.3846,0,0,1,0.0,0.0,0.0
2023-12-28,PTT,2,0.0,-0.0815,-0.034,-0.1923,0,0,2,0.0,0.0,-0.3333
2023-12-29,SCB,1,0.0,-0.1389,0.0158,-0.5,0,0,1,0.0,0.0,-0.1667
2023-12-31,ADVANC,1,0.0,-0.0113,-0.0162,0.0,0,0,1,0.0,0.0,0.0
2023-12-31,DELTA,1,0.0,-0.0113,-0.0162,0.0,0,0,1,0.0,0.0,0.0
2023-12-31,PTT,1,0.0,-0.0113,-0.0162,0.0,0,0,1,0.0,0.0,0.0
